                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.52287,                  0.328,                0.86772,                0.93151,                0.93548,                0.93768,                0.62885,                 1.0602,                 0.5435,                 1.1666,              0.0003566,              0.0003566,              0.0003566
                     85,                0.57327,                0.33209,                0.87838,                0.92919,                0.90323,                0.92972,                0.61968,                  1.117,                0.58745,                  1.189,              0.0003368,              0.0003368,              0.0003368
                     86,                0.51697,                0.31207,                0.86181,                0.93375,                0.90323,                 0.9346,                0.64152,                 1.0975,                0.59824,                 1.1887,               0.000317,               0.000317,               0.000317
                     87,                0.55386,                0.32514,                0.87894,                0.95842,                0.87097,                0.93568,                0.62779,                 1.1061,                0.58468,                 1.2312,              0.0002972,              0.0002972,              0.0002972
                     88,                0.52057,                0.32823,                0.85439,                0.92894,                0.87097,                0.91798,                0.60743,                 1.1412,                 0.5553,                 1.2474,              0.0002774,              0.0002774,              0.0002774
                     89,                 0.5613,                0.32331,                0.87944,                0.91426,                0.83871,                0.88172,                0.60847,                 1.1597,                0.54858,                 1.2806,              0.0002576,              0.0002576,              0.0002576
                     90,                0.53941,                0.33057,                 0.8598,                0.89189,                0.83871,                0.87017,                0.58102,                 1.1368,                0.58467,                 1.2705,              0.0002378,              0.0002378,              0.0002378
                     91,                0.51372,                  0.314,                0.85277,                0.92342,                0.83871,                0.88623,                0.54598,                 1.1476,                0.59433,                 1.2851,               0.000218,               0.000218,               0.000218
                     92,                0.50728,                0.31044,                0.84517,                0.88799,                0.83871,                0.85982,                0.56942,                 1.1518,                0.59937,                  1.287,              0.0001982,              0.0001982,              0.0001982
                     93,                0.54182,                0.30694,                0.84771,                0.88067,                0.83871,                0.85507,                0.57308,                 1.1493,                0.58311,                 1.2783,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.5114,                0.30119,                0.83419,                0.91255,                0.83871,                0.86364,                0.58578,                  1.155,                0.54432,                 1.2931,              0.0001586,              0.0001586,              0.0001586
                     95,                 0.4894,                0.28947,                0.84297,                0.91704,                0.83871,                0.86658,                0.59531,                 1.1276,                0.53296,                 1.2741,              0.0001388,              0.0001388,              0.0001388
                     96,                0.50969,                0.29042,                0.84342,                0.95553,                0.87097,                0.89109,                0.60545,                 1.0989,                0.53337,                 1.2525,               0.000119,               0.000119,               0.000119
                     97,                0.49921,                0.28365,                0.84422,                0.92146,                0.83871,                 0.8774,                0.60283,                  1.112,                0.53299,                 1.2562,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.48776,                0.28935,                0.84909,                0.92162,                0.83871,                0.87607,                0.59975,                 1.1413,                0.54009,                 1.2828,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.47825,                0.27268,                0.83629,                0.89014,                0.83871,                0.87534,                0.60392,                 1.1631,                0.54184,                 1.3128,               5.96e-05,               5.96e-05,               5.96e-05
